OpenMOLE, a workflow engine specifically tailored for the distributed exploration of simulation models;11665166017377686868
Declarative Task Delegation in OpenMOLE;9352724239543915462
Reproducible Large-Scale Neuroimaging Studies with the OpenMOLE Workflow Management System;18248814012294141264
A New Method to Evaluate Simulation Models: The Calibration Profile (CP) Algorithm;15726759740229850049
Beyond Corroboration: Strengthening Model Validation by Looking for Unexpected Patterns;1699663051565167789
Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model;5750425554346314152
Growing models from the bottom up. An evaluation-based incremental modelling method (EBIMM) applied to the simulation of systems of cities;15445287396704063108
A modular modelling framework for hypotheses testing in the simulation of urbanisation;15591873270705667361
Urban Dynamics and Simulation Models;71342397976593946
